1HisotryHomeWinRatio,1HistoryAwayWinRatio,1awayGainPoins,1awayLosePoins,1homeGainPoins,1homeLosePoins,2promotion,Season,Team,firstPlay,inPlayoff,inPlayoff_prediction,playoff_ratio,
78.04878049,39.02439024,6.073170732,5.926829268,10.12195122,9.512195122,1,1980,KCK,0,TRUE,TRUE,0.545454545,0
70,23.80952381,7.047619048,6.833333333,11.8,11.9,1,1980,MIL,0,TRUE,TRUE,0.545454545,0
70.73170732,34.14634146,7.975609756,9.195121951,5.43902439,5.536585366,0,1980,SDC,0,FALSE,FALSE,0.545454545,0
75.6097561,39.02439024,4.170731707,4.146341463,9.609756098,9.902439024,2,1980,LAK,0,TRUE,TRUE,0.545454545,0
60.97560976,29.26829268,6.024390244,10.3902439,4.951219512,4.926829268,1,1980,NJN,0,FALSE,FALSE,0.545454545,0
48.7804878,24.3902439,7.975609756,10.58536585,4.243902439,4.341463415,1,1980,CLE,0,FALSE,FALSE,0.545454545,0
75.6097561,56.09756098,5,5.268292683,10.14634146,10.3902439,2,1980,WAS,0,TRUE,TRUE,0.545454545,0
75.6097561,39.02439024,5.365853659,5.731707317,7.634146341,5.487804878,2,1980,PHI,0,TRUE,TRUE,0.545454545,0
76.19047619,45,5.35,5.25,10.0952381,7.785714286,2,1980,PHX,0,TRUE,TRUE,0.545454545,0
56.09756098,36.58536585,3.658536585,4.146341463,5.658536585,5.146341463,0,1980,GSW,0,FALSE,FALSE,0.545454545,0
80.48780488,29.26829268,6.414634146,6.731707317,8.463414634,8.487804878,2,1980,POR,0,TRUE,TRUE,0.545454545,0
5,5,0,0,0,0,0,1980,UTA,1,FALSE,FALSE,0.545454545,0
70.73170732,46.34146341,4.926829268,5.243902439,13.90243902,13.36585366,2,1980,SAN,0,TRUE,TRUE,0.545454545,0
46.34146341,29.26829268,8.609756098,8.365853659,3.414634146,3.12195122,0,1980,CHI,0,FALSE,FALSE,0.545454545,0
70.73170732,43.90243902,6.682926829,6.56097561,7.804878049,6.341463415,2,1980,DEN,0,FALSE,TRUE,0.545454545,1
75.6097561,51.2195122,5.219512195,4.804878049,8.12195122,6.707317073,2,1980,SEA,0,TRUE,TRUE,0.545454545,0
58.53658537,14.63414634,9.341463415,11.19512195,6.268292683,6.43902439,1,1981,DEN,0,FALSE,FALSE,0.52173913,0
65.85365854,34.14634146,6.487804878,6.951219512,6.43902439,5.56097561,2,1981,SAN,0,TRUE,TRUE,0.52173913,0
58.53658537,26.82926829,9.097560976,10.82926829,5.219512195,5.292682927,0,1981,SDC,0,FALSE,FALSE,0.52173913,0
70.73170732,29.26829268,7.414634146,7.048780488,7.634146341,6.390243902,2,1981,HOU,0,TRUE,TRUE,0.52173913,0
87.80487805,56.09756098,4.341463415,4.463414634,9.512195122,9.12195122,2,1981,PHI,0,TRUE,TRUE,0.52173913,0
68.29268293,51.2195122,4.707317073,4.487804878,9.512195122,6.707317073,1,1981,MIL,0,TRUE,TRUE,0.52173913,0
85.36585366,63.41463415,2.243902439,2.365853659,11.36585366,11.09756098,1,1981,BOS,0,TRUE,TRUE,0.52173913,0
68.29268293,21.95121951,6.536585366,6.707317073,7.87804878,7.804878049,0,1981,CLE,0,FALSE,FALSE,0.52173913,0
90.24390244,43.90243902,5.853658537,5.804878049,10.48780488,7.975609756,2,1981,PHX,0,TRUE,TRUE,0.52173913,0
36.58536585,21.95121951,8.902439024,10.65853659,4.341463415,4.390243902,0,1981,GSW,0,FALSE,FALSE,0.52173913,0
80.48780488,56.09756098,4.658536585,4.390243902,9.487804878,7.463414634,2,1981,SEA,0,FALSE,TRUE,0.52173913,1
90.24390244,56.09756098,3.414634146,3.365853659,11.17073171,9.097560976,2,1981,LAK,0,TRUE,TRUE,0.52173913,0
53.65853659,29.26829268,6.268292683,6.56097561,6.658536585,6.804878049,1,1981,NJN,0,FALSE,TRUE,0.52173913,1
63.41463415,26.82926829,8.292682927,8.048780488,7.902439024,8.268292683,0,1981,IND,0,TRUE,FALSE,0.52173913,1
41.46341463,17.07317073,10.26829268,11.82926829,3.609756098,3.658536585,0,1981,UTA,0,FALSE,FALSE,0.52173913,0
63.41463415,29.26829268,8,9.024390244,6.073170732,6.073170732,2,1981,POR,0,TRUE,TRUE,0.52173913,0
31.70731707,7.317073171,7.853658537,12.68292683,2.87804878,3.12195122,0,1981,DET,0,FALSE,FALSE,0.52173913,0
58.53658537,36.58536585,8.292682927,8.146341463,5.585365854,5.12195122,2,1981,WAS,0,FALSE,TRUE,0.52173913,1
60.97560976,34.14634146,8.097560976,7.975609756,6.243902439,6.292682927,0,1981,NYK,0,TRUE,FALSE,0.52173913,1
78.04878049,43.90243902,4.585365854,4.951219512,7.146341463,5.804878049,2,1981,ATL,0,FALSE,TRUE,0.52173913,1
51.2195122,21.95121951,6.56097561,6.487804878,4.097560976,4.243902439,0,1981,CHI,0,TRUE,FALSE,0.52173913,1
5,5,0,0,0,0,0,1981,DAL,1,FALSE,FALSE,0.52173913,0
73.17073171,41.46341463,3.317073171,4,8.463414634,8,2,1981,KCK,0,TRUE,TRUE,0.52173913,0
56.09756098,34.14634146,6.487804878,6.43902439,6.341463415,6.609756098,0,1982,DEN,0,TRUE,FALSE,0.52173913,1
63.41463415,31.70731707,6.43902439,7.780487805,5.243902439,5.317073171,0,1982,GSW,0,FALSE,FALSE,0.52173913,0
34.14634146,17.07317073,10.02439024,9.536585366,3.048780488,3.195121951,0,1982,DET,0,FALSE,FALSE,0.52173913,0
82.92682927,63.41463415,3.853658537,3.756097561,13.12195122,12.17073171,2,1982,MIL,0,TRUE,TRUE,0.52173913,0
73.17073171,58.53658537,3.097560976,2.975609756,7.268292683,7.317073171,2,1982,LAK,0,TRUE,TRUE,0.52173913,0
60.97560976,36.58536585,6.146341463,6.707317073,6.902439024,5.195121951,2,1982,HOU,0,TRUE,TRUE,0.52173913,0
90.24390244,60.97560976,3.634146341,3.219512195,12.65853659,9.390243902,2,1982,PHI,0,TRUE,TRUE,0.52173913,0
48.7804878,19.51219512,9.682926829,12,4.902439024,5.414634146,0,1982,CLE,0,FALSE,FALSE,0.52173913,0
58.53658537,39.02439024,5.634146341,5.585365854,5.048780488,4.975609756,2,1982,KCK,0,FALSE,TRUE,0.52173913,1
82.92682927,43.90243902,6.487804878,6.463414634,10.70731707,10.12195122,2,1982,SAN,0,TRUE,TRUE,0.52173913,0
85.36585366,65.85365854,3.487804878,3.341463415,10.29268293,10.80487805,2,1982,BOS,0,TRUE,TRUE,0.52173913,0
63.41463415,31.70731707,7.951219512,8.707317073,9.12195122,7.658536585,1,1982,WAS,0,TRUE,TRUE,0.52173913,0
39.02439024,19.51219512,10,10.68292683,2.780487805,2.829268293,0,1982,NJN,0,TRUE,FALSE,0.52173913,1
68.29268293,53.65853659,5.707317073,5.658536585,7.170731707,7.024390244,1,1982,NYK,0,FALSE,TRUE,0.52173913,1
73.17073171,36.58536585,7.243902439,6.87804878,7.609756098,7.536585366,2,1982,POR,0,FALSE,TRUE,0.52173913,1
87.80487805,51.2195122,4.219512195,5.365853659,11.65853659,10.92682927,2,1982,PHX,0,TRUE,TRUE,0.52173913,0
65.85365854,41.46341463,5.487804878,5.292682927,7.146341463,7.243902439,1,1982,IND,0,FALSE,TRUE,0.52173913,1
63.41463415,46.34146341,4.829268293,4.731707317,8.902439024,6.756097561,1,1982,CHI,0,FALSE,TRUE,0.52173913,1
48.7804878,19.51219512,5.146341463,11.17073171,3.731707317,3.707317073,0,1982,UTA,0,FALSE,FALSE,0.52173913,0
26.82926829,9.756097561,12.51219512,12.46341463,1.658536585,2,0,1982,DAL,0,FALSE,FALSE,0.52173913,0
53.65853659,34.14634146,6.975609756,8.170731707,7.097560976,7.463414634,0,1982,SDC,0,FALSE,FALSE,0.52173913,0
48.7804878,26.82926829,7.195121951,8.317073171,3.926829268,4.024390244,1,1982,ATL,0,TRUE,FALSE,0.52173913,1
53.65853659,29.26829268,4.829268293,6.512195122,5.414634146,5.487804878,1,1982,SEA,0,TRUE,TRUE,0.52173913,0
70.73170732,41.46341463,7.43902439,8.43902439,8.414634146,5.512195122,1,1983,DEN,0,TRUE,TRUE,0.52173913,0
39.02439024,29.26829268,7.536585366,8.487804878,3.097560976,3.390243902,0,1983,DAL,0,FALSE,FALSE,0.52173913,0
73.17073171,65.85365854,3,2.87804878,9.219512195,7.634146341,2,1983,LAK,0,TRUE,TRUE,0.52173913,0
68.29268293,41.46341463,7.414634146,7.536585366,8.024390244,8.048780488,0,1983,GSW,0,FALSE,FALSE,0.52173913,0
43.90243902,17.07317073,12.95121951,12.75609756,4.243902439,3.43902439,0,1983,UTA,0,FALSE,FALSE,0.52173913,0
70.73170732,46.34146341,6.756097561,6.463414634,9.926829268,10.12195122,2,1983,SAN,0,TRUE,TRUE,0.52173913,0
56.09756098,17.07317073,8.170731707,8.658536585,5.390243902,4.951219512,1,1983,KCK,0,FALSE,FALSE,0.52173913,0
65.85365854,36.58536585,4.634146341,4.780487805,6.43902439,6.658536585,1,1983,POR,0,TRUE,TRUE,0.52173913,0
60.97560976,46.34146341,6.902439024,6.536585366,6.804878049,5.658536585,1,1983,NJN,0,TRUE,TRUE,0.52173913,0
53.65853659,29.26829268,6.902439024,6.804878049,5.292682927,5.12195122,1,1983,CHI,0,FALSE,TRUE,0.52173913,1
26.82926829,14.63414634,6.658536585,11.63414634,2.073170732,2.195121951,0,1983,SDC,0,FALSE,FALSE,0.52173913,0
75.6097561,36.58536585,5.390243902,5.048780488,9.512195122,9.634146341,2,1983,PHX,0,TRUE,TRUE,0.52173913,0
75.6097561,51.2195122,4.609756098,4.707317073,10.29268293,10.56097561,1,1983,SEA,0,TRUE,TRUE,0.52173913,0
60.97560976,51.2195122,4.853658537,5.609756098,4.975609756,4.853658537,2,1983,HOU,0,FALSE,TRUE,0.52173913,1
21.95121951,14.63414634,8.658536585,12.41463415,1.414634146,1.487804878,0,1983,CLE,0,FALSE,FALSE,0.52173913,0
85.36585366,68.29268293,2.243902439,2.756097561,11.75609756,11.12195122,2,1983,BOS,0,TRUE,TRUE,0.52173913,0
60.97560976,24.3902439,5.170731707,8.512195122,6.682926829,6.634146341,1,1983,IND,0,FALSE,TRUE,0.52173913,1
53.65853659,51.2195122,5.414634146,5.268292683,4.829268293,4.853658537,1,1983,WAS,0,FALSE,TRUE,0.52173913,1
46.34146341,34.14634146,6.634146341,7.56097561,4.585365854,4.682926829,1,1983,NYK,0,TRUE,FALSE,0.52173913,1
78.04878049,63.41463415,3.292682927,3.195121951,10.97560976,10.2195122,2,1983,PHI,0,TRUE,TRUE,0.52173913,0
56.09756098,39.02439024,6.317073171,6.243902439,5.731707317,6.097560976,0,1983,DET,0,FALSE,FALSE,0.52173913,0
58.53658537,43.90243902,5.512195122,5.536585366,6.219512195,4.853658537,1,1983,ATL,0,TRUE,TRUE,0.52173913,0
75.6097561,58.53658537,2.585365854,2.975609756,8.902439024,8.829268293,2,1983,MIL,0,TRUE,TRUE,0.52173913,0
70.73170732,39.02439024,9.487804878,9.268292683,8.097560976,7.097560976,2,1984,DEN,0,TRUE,TRUE,0.695652174,0
51.2195122,21.95121951,11.04878049,10.82926829,4.951219512,4.87804878,0,1984,UTA,0,TRUE,FALSE,0.695652174,1
56.09756098,34.14634146,5.536585366,6.097560976,5.268292683,5.682926829,0,1984,DET,0,TRUE,TRUE,0.695652174,0
80.48780488,56.09756098,3.512195122,3.658536585,11.48780488,11.24390244,2,1984,BOS,0,TRUE,TRUE,0.695652174,0
85.36585366,73.17073171,2.268292683,2.536585366,11.7804878,12.24390244,2,1984,PHI,0,TRUE,TRUE,0.695652174,0
65.85365854,36.58536585,7.073170732,7.097560976,5.902439024,5.12195122,1,1984,WAS,0,TRUE,TRUE,0.695652174,0
70.73170732,46.34146341,4.512195122,4.902439024,8.292682927,7.414634146,2,1984,SEA,0,TRUE,TRUE,0.695652174,0
51.2195122,21.95121951,9.292682927,8.926829268,4.195121951,4.097560976,0,1984,GSW,0,FALSE,FALSE,0.695652174,0
73.17073171,46.34146341,5.219512195,4.902439024,8.463414634,8.512195122,2,1984,NJN,0,TRUE,TRUE,0.695652174,0
63.41463415,41.46341463,7.951219512,8.731707317,7.780487805,6.87804878,2,1984,ATL,0,TRUE,TRUE,0.695652174,0
73.17073171,36.58536585,6.926829268,6.902439024,9.292682927,6.731707317,0,1984,KCK,0,TRUE,TRUE,0.695652174,0
80.48780488,60.97560976,2.87804878,2.975609756,10.68292683,10.95121951,2,1984,LAK,0,TRUE,TRUE,0.695652174,0
36.58536585,19.51219512,10.95121951,10.75609756,2.487804878,2.390243902,0,1984,CLE,0,FALSE,FALSE,0.695652174,0
63.41463415,43.90243902,5.512195122,5.097560976,8.390243902,7.56097561,1,1984,NYK,0,TRUE,TRUE,0.695652174,0
75.6097561,36.58536585,6.731707317,6.463414634,9.585365854,8.756097561,1,1984,POR,0,TRUE,TRUE,0.695652174,0
43.90243902,17.07317073,5.390243902,10.29268293,4.073170732,4.365853659,0,1984,SDC,0,FALSE,FALSE,0.695652174,0
75.6097561,48.7804878,3.585365854,4.292682927,10.17073171,9.463414634,2,1984,MIL,0,TRUE,TRUE,0.695652174,0
34.14634146,14.63414634,4.414634146,9.634146341,2.804878049,3.12195122,0,1984,IND,0,FALSE,FALSE,0.695652174,0
56.09756098,36.58536585,5.853658537,5.853658537,5.707317073,6,0,1984,DAL,0,TRUE,FALSE,0.695652174,1
78.04878049,51.2195122,3.43902439,3.146341463,9.682926829,9.365853659,2,1984,PHX,0,TRUE,TRUE,0.695652174,0
21.95121951,12.19512195,15.75609756,16.53658537,1.365853659,1.585365854,1,1984,HOU,0,FALSE,FALSE,0.695652174,0
75.6097561,53.65853659,3.926829268,3.634146341,8.341463415,8.414634146,2,1984,SAN,0,FALSE,TRUE,0.695652174,1
43.90243902,24.3902439,10.65853659,10.58536585,4.317073171,4.731707317,0,1984,CHI,0,FALSE,FALSE,0.695652174,0
73.17073171,46.34146341,4.609756098,4.487804878,9.853658537,9.536585366,1,1985,DET,0,TRUE,TRUE,0.695652174,0
80.48780488,70.73170732,2,2.170731707,9.317073171,8.073170732,2,1985,BOS,0,TRUE,TRUE,0.695652174,0
65.85365854,24.3902439,9.658536585,9.707317073,3.926829268,3.731707317,0,1985,GSW,0,FALSE,FALSE,0.695652174,0
75.6097561,24.3902439,8.975609756,8.756097561,10.73170732,10.63414634,2,1985,PHX,0,TRUE,TRUE,0.695652174,0
70.73170732,39.02439024,5.536585366,5.292682927,5.951219512,6.097560976,2,1985,NJN,0,TRUE,TRUE,0.695652174,0
75.6097561,21.95121951,9.073170732,8.926829268,6.487804878,5.487804878,2,1985,ATL,0,FALSE,TRUE,0.695652174,1
78.04878049,48.7804878,4.536585366,4.463414634,6.756097561,6.731707317,2,1985,PHI,0,TRUE,TRUE,0.695652174,0
56.09756098,12.19512195,10.3902439,10.19512195,5.536585366,5.756097561,0,1985,CLE,0,TRUE,FALSE,0.695652174,1
78.04878049,24.3902439,8.341463415,8.048780488,7.658536585,7.243902439,2,1985,SEA,0,FALSE,TRUE,0.695652174,1
75.6097561,34.14634146,6.512195122,6.658536585,8.365853659,7.87804878,1,1985,UTA,0,TRUE,TRUE,0.695652174,0
43.90243902,21.95121951,7.56097561,9.731707317,3.414634146,4,0,1985,CHI,0,TRUE,FALSE,0.695652174,1
60.97560976,24.3902439,8.829268293,9.658536585,5.829268293,6.024390244,1,1985,WAS,0,TRUE,FALSE,0.695652174,1
65.85365854,26.82926829,8.975609756,8.56097561,6.731707317,6.853658537,2,1985,DEN,0,TRUE,TRUE,0.695652174,0
63.41463415,29.26829268,7.195121951,7.658536585,5.731707317,5.43902439,1,1985,KCK,0,FALSE,FALSE,0.695652174,0
80.48780488,36.58536585,5.097560976,5.975609756,11.97560976,12.09756098,2,1985,POR,0,TRUE,TRUE,0.695652174,0
70.73170732,43.90243902,4.341463415,4.12195122,9.268292683,9.341463415,2,1985,NYK,0,FALSE,TRUE,0.695652174,1
68.29268293,21.95121951,8.12195122,8.097560976,9.048780488,8.146341463,1,1985,SAN,0,TRUE,TRUE,0.695652174,0
68.29268293,63.41463415,3.585365854,3.487804878,9.024390244,9.243902439,2,1985,LAK,0,TRUE,TRUE,0.695652174,0
75.6097561,29.26829268,6.804878049,6.829268293,6.756097561,6.292682927,1,1985,DAL,0,TRUE,TRUE,0.695652174,0
51.2195122,19.51219512,8.902439024,9.390243902,6.390243902,6.414634146,0,1985,HOU,0,TRUE,FALSE,0.695652174,1
73.17073171,48.7804878,5.682926829,5.097560976,10.43902439,10.17073171,2,1985,MIL,0,TRUE,TRUE,0.695652174,0
48.7804878,14.63414634,9.609756098,10.85365854,3.756097561,3.731707317,0,1985,IND,0,FALSE,FALSE,0.695652174,0
5,5,0,0,0,0,0,1985,LAC,1,FALSE,FALSE,0.695652174,0
73.17073171,29.26829268,6.780487805,7.414634146,10.53658537,6.536585366,2,1986,POR,0,TRUE,TRUE,0.695652174,0
63.41463415,24.3902439,9.292682927,9.317073171,5.707317073,5.463414634,2,1986,PHX,0,FALSE,TRUE,0.695652174,1
63.41463415,48.7804878,4.853658537,4.780487805,7.682926829,6.975609756,2,1986,DET,0,TRUE,TRUE,0.695652174,0
87.80487805,56.09756098,3.585365854,3.536585366,12.63414634,6.756097561,2,1986,MIL,0,TRUE,TRUE,0.695652174,0
63.41463415,29.26829268,5.487804878,5.804878049,5.609756098,5.87804878,1,1986,CHI,0,TRUE,TRUE,0.695652174,0
48.7804878,39.02439024,8.926829268,8.902439024,5.585365854,5.658536585,1,1986,CLE,0,FALSE,FALSE,0.695652174,0
65.85365854,36.58536585,6.87804878,6.609756098,7.682926829,6.609756098,2,1986,NJN,0,TRUE,TRUE,0.695652174,0
85.36585366,68.29268293,3.292682927,3.146341463,10.14634146,10.41463415,2,1986,BOS,0,TRUE,TRUE,0.695652174,0
63.41463415,36.58536585,7.951219512,7.902439024,7.536585366,5.902439024,2,1986,UTA,0,TRUE,TRUE,0.695652174,0
70.73170732,46.34146341,5.43902439,5.390243902,8.12195122,7.682926829,1,1986,HOU,0,TRUE,TRUE,0.695652174,0
41.46341463,12.19512195,10.24390244,12.26829268,3.634146341,3.804878049,0,1986,GSW,0,FALSE,FALSE,0.695652174,0
82.92682927,43.90243902,6.097560976,6.048780488,9.292682927,9.292682927,2,1986,DEN,0,TRUE,TRUE,0.695652174,0
5,5,0,0,0,0,0,1986,SAC,1,TRUE,FALSE,0.695652174,1
48.7804878,26.82926829,10.73170732,10.6097561,3.87804878,3.975609756,0,1986,LAC,0,FALSE,FALSE,0.695652174,0
46.34146341,36.58536585,7.707317073,7.43902439,5.341463415,5.195121951,1,1986,ATL,0,TRUE,TRUE,0.695652174,0
68.29268293,29.26829268,6.390243902,7.243902439,6.756097561,6,2,1986,WAS,0,TRUE,TRUE,0.695652174,0
73.17073171,26.82926829,6.317073171,6.780487805,8.658536585,8.707317073,1,1986,SAN,0,TRUE,TRUE,0.695652174,0
87.80487805,63.41463415,3.243902439,3.097560976,11.3902439,6,2,1986,LAK,0,TRUE,TRUE,0.695652174,0
58.53658537,48.7804878,5.219512195,5.12195122,6.829268293,7.12195122,2,1986,DAL,0,TRUE,TRUE,0.695652174,0
48.7804878,26.82926829,7.756097561,9.243902439,3.926829268,5,1,1986,SEA,0,FALSE,FALSE,0.695652174,0
39.02439024,14.63414634,7.902439024,10.97560976,2.585365854,2.463414634,0,1986,IND,0,FALSE,FALSE,0.695652174,0
46.34146341,12.19512195,6.609756098,8.317073171,4.024390244,4.048780488,1,1986,NYK,0,FALSE,FALSE,0.695652174,0
82.92682927,58.53658537,3.219512195,3.951219512,8.951219512,8.585365854,2,1986,PHI,0,TRUE,TRUE,0.695652174,0
56.09756098,21.95121951,10.17073171,9.731707317,6.731707317,6.56097561,1,1987,PHX,0,FALSE,FALSE,0.695652174,0
58.53658537,14.63414634,10.24390244,10.70731707,5.780487805,5.804878049,0,1987,GSW,0,TRUE,FALSE,0.695652174,1
65.85365854,31.70731707,5.707317073,5.804878049,8.317073171,8.097560976,2,1987,POR,0,TRUE,TRUE,0.695652174,0
58.53658537,17.07317073,6.048780488,6.341463415,8.097560976,7.756097561,0,1987,SEA,0,TRUE,TRUE,0.695652174,0
60.97560976,29.26829268,9.56097561,9.43902439,4.902439024,5.219512195,1,1987,SAC,0,FALSE,FALSE,0.695652174,0
53.65853659,24.3902439,12.82926829,13.56097561,3.926829268,3.658536585,0,1987,LAC,0,FALSE,FALSE,0.695652174,0
75.6097561,56.09756098,4.390243902,4.43902439,7.170731707,6.731707317,2,1987,PHI,0,TRUE,TRUE,0.695652174,0
46.34146341,17.07317073,10.6097561,11.04878049,7.024390244,7.243902439,0,1987,IND,0,TRUE,FALSE,0.695652174,1
75.6097561,36.58536585,6,5.682926829,8.243902439,7.829268293,2,1987,DET,0,TRUE,TRUE,0.695652174,0
80.48780488,58.53658537,2.756097561,2.731707317,15.02439024,14.3902439,2,1987,MIL,0,TRUE,TRUE,0.695652174,0
82.92682927,31.70731707,7.414634146,7.341463415,8.682926829,9.12195122,2,1987,DEN,0,TRUE,TRUE,0.695652174,0
51.2195122,34.14634146,8.414634146,8.12195122,5.487804878,5.804878049,2,1987,SAN,0,FALSE,TRUE,0.695652174,1
97.56097561,65.85365854,1.780487805,1.731707317,13.48780488,2.317073171,2,1987,BOS,0,TRUE,TRUE,0.695652174,0
63.41463415,31.70731707,8.268292683,8.024390244,5.536585366,5.682926829,2,1987,WAS,0,TRUE,TRUE,0.695652174,0
63.41463415,31.70731707,9.731707317,10.19512195,5.634146341,5.341463415,2,1987,NJN,0,FALSE,FALSE,0.695652174,0
36.58536585,19.51219512,8.365853659,10.46341463,4.097560976,4.414634146,0,1987,NYK,0,FALSE,FALSE,0.695652174,0
63.41463415,43.90243902,7.146341463,6.585365854,7.365853659,7.414634146,2,1987,DAL,0,TRUE,TRUE,0.695652174,0
65.85365854,36.58536585,9.804878049,9.365853659,8.243902439,8.365853659,2,1987,UTA,0,TRUE,TRUE,0.695652174,0
82.92682927,39.02439024,6.390243902,6.463414634,9.390243902,8.487804878,1,1987,ATL,0,TRUE,TRUE,0.695652174,0
39.02439024,31.70731707,7.707317073,9.43902439,5.414634146,5.268292683,1,1987,CLE,0,FALSE,FALSE,0.695652174,0
53.65853659,19.51219512,9.073170732,9.536585366,5.170731707,4.756097561,2,1987,CHI,0,TRUE,TRUE,0.695652174,0
87.80487805,36.58536585,6.609756098,6.146341463,9.756097561,10.19512195,2,1987,HOU,0,TRUE,TRUE,0.695652174,0
85.36585366,65.85365854,3.512195122,3.195121951,12.6097561,13.17073171,2,1987,LAK,0,TRUE,TRUE,0.695652174,0
90.24390244,68.29268293,3.780487805,3.756097561,15.09756098,15.24390244,2,1988,LAK,0,TRUE,TRUE,0.695652174,0
60.97560976,34.14634146,8.048780488,7.902439024,7.390243902,7.512195122,1,1988,SEA,0,TRUE,TRUE,0.695652174,0
46.34146341,12.19512195,7.487804878,9.87804878,6.073170732,6.292682927,1,1988,NJN,0,FALSE,FALSE,0.695652174,0
60.97560976,14.63414634,9.073170732,10.43902439,5.292682927,4.146341463,0,1988,CLE,0,TRUE,FALSE,0.695652174,1
95.12195122,48.7804878,4.853658537,4.292682927,12.7804878,3.097560976,2,1988,BOS,0,TRUE,TRUE,0.695652174,0
78.04878049,43.90243902,7.902439024,6.951219512,10.87804878,9.902439024,2,1988,MIL,0,TRUE,TRUE,0.695652174,0
48.7804878,21.95121951,8.219512195,8.756097561,4.804878049,4.682926829,1,1988,SAC,0,FALSE,FALSE,0.695652174,0
60.97560976,41.46341463,10.02439024,9.902439024,6.195121951,5.780487805,1,1988,GSW,0,FALSE,FALSE,0.695652174,0
82.92682927,36.58536585,4.634146341,5.658536585,10.63414634,9.829268293,2,1988,POR,0,TRUE,TRUE,0.695652174,0
63.41463415,24.3902439,10.51219512,10.43902439,8.292682927,5.609756098,0,1988,PHX,0,FALSE,FALSE,0.695652174,0
60.97560976,41.46341463,8.024390244,7.951219512,9.463414634,8.780487805,2,1988,HOU,0,TRUE,TRUE,0.695652174,0
51.2195122,17.07317073,10.04878049,11.43902439,4.902439024,4.365853659,1,1988,SAN,0,TRUE,FALSE,0.695652174,1
78.04878049,48.7804878,5.097560976,4.951219512,9.682926829,7.731707317,2,1988,DET,0,TRUE,TRUE,0.695652174,0
43.90243902,14.63414634,6.804878049,10.17073171,4.317073171,5.097560976,0,1988,NYK,0,TRUE,FALSE,0.695652174,1
85.36585366,53.65853659,4.024390244,4.219512195,13.09756098,10.92682927,2,1988,ATL,0,TRUE,TRUE,0.695652174,0
65.85365854,36.58536585,11.02439024,10.24390244,5.682926829,5.829268293,2,1988,WAS,0,TRUE,FALSE,0.695652174,1
68.29268293,41.46341463,7.170731707,7.024390244,5.463414634,5.56097561,2,1988,PHI,0,FALSE,TRUE,0.695652174,1
68.29268293,31.70731707,9.048780488,8.829268293,7.463414634,8.024390244,1,1988,IND,0,FALSE,TRUE,0.695652174,1
85.36585366,48.7804878,5.195121951,5.024390244,13.2195122,11.19512195,2,1988,DAL,0,TRUE,TRUE,0.695652174,0
75.6097561,31.70731707,8.317073171,8.536585366,9.268292683,9.585365854,2,1988,UTA,0,TRUE,TRUE,0.695652174,0
65.85365854,24.3902439,10.3902439,10.7804878,9.707317073,9,2,1988,DEN,0,TRUE,TRUE,0.695652174,0
21.95121951,7.317073171,8.414634146,15.97560976,1.804878049,2.56097561,0,1988,LAC,0,FALSE,FALSE,0.695652174,0
70.73170732,26.82926829,6.365853659,6.268292683,7.87804878,7.951219512,2,1988,CHI,0,TRUE,TRUE,0.695652174,0
85.36585366,46.34146341,7.487804878,7.536585366,13.09756098,9.609756098,2,1989,DEN,0,TRUE,TRUE,0.64,0
75.6097561,36.58536585,5.146341463,6.268292683,8.512195122,8.341463415,2,1989,HOU,0,TRUE,TRUE,0.64,0
87.80487805,51.2195122,5.365853659,6.390243902,14.80487805,12.43902439,2,1989,BOS,0,TRUE,TRUE,0.64,0
70.73170732,21.95121951,8.097560976,8.048780488,6.804878049,6.87804878,1,1989,NYK,0,TRUE,TRUE,0.64,0
80.48780488,48.7804878,6.536585366,6.292682927,11.7804878,11.19512195,2,1989,DAL,0,FALSE,TRUE,0.64,1
87.80487805,63.41463415,4.024390244,3.902439024,10.6097561,8.609756098,2,1989,LAK,0,TRUE,TRUE,0.64,0
65.85365854,21.95121951,7.536585366,8.414634146,7.390243902,7.048780488,1,1989,PHI,0,TRUE,TRUE,0.64,0
34.14634146,7.317073171,14.09756098,16.7804878,2.634146341,2.853658537,0,1989,LAC,0,FALSE,FALSE,0.64,0
39.02439024,7.317073171,11.36585366,15.17073171,3.536585366,3.463414634,0,1989,NJN,0,FALSE,FALSE,0.64,0
73.17073171,48.7804878,5.048780488,5.048780488,10.56097561,10.34146341,2,1989,ATL,0,TRUE,TRUE,0.64,0
80.48780488,48.7804878,5.146341463,4.804878049,10.6097561,10.63414634,2,1989,POR,0,TRUE,TRUE,0.64,0
53.65853659,14.63414634,8.414634146,11,5.390243902,5.512195122,0,1989,PHX,0,TRUE,FALSE,0.64,1
60.97560976,31.70731707,8.341463415,8.219512195,6.756097561,6.804878049,1,1989,IND,0,FALSE,TRUE,0.64,1
73.17073171,29.26829268,5.536585366,8.146341463,9.317073171,8.487804878,2,1989,MIL,0,TRUE,TRUE,0.64,0
80.48780488,34.14634146,6.87804878,6.853658537,13.14634146,12.2195122,2,1989,UTA,0,TRUE,TRUE,0.64,0
78.04878049,29.26829268,7.780487805,7.56097561,10.65853659,10.68292683,2,1989,SEA,0,TRUE,TRUE,0.64,0
73.17073171,48.7804878,3.902439024,4,9.731707317,9.658536585,2,1989,CHI,0,TRUE,TRUE,0.64,0
